"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
128,128,Gimlet,"['Gin', 'Lime Juice', 'Sugar Syrup', 'Lime']",Alcoholic,Cocktail,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,"['2 1/2 oz', '1/2 oz', '1/2 oz', '1']","question Generate a cocktail with Gin Lime Juice Sugar Syrup Lime answer Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel."
129,129,Godchild,"['Vodka', 'Amaretto', 'Heavy cream']",Alcoholic,Ordinary Drink,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Vodka Amaretto Heavy cream answer Shake all ingredients well with cracked ice, strain into a champagne flute, and serve."
130,130,Gin Fizz,"['Gin', 'Lemon', 'Powdered sugar', 'Carbonated water']",Alcoholic,Ordinary Drink,Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', None]","question Generate a cocktail with Gin Lemon Powdered sugar Carbonated water answer Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water."
131,131,Gin Sour,"['Gin', 'Lemon juice', 'Sugar', 'Orange', 'Maraschino cherry']",Alcoholic,Ordinary Drink,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg,"['2 oz ', '1 oz ', '1/2 tsp superfine ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Orange Maraschino cherry answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry."
132,132,Gagliardo,"['Peach Vodka', 'Lemon juice', 'Galliano', 'Sirup of roses']",Alcoholic,Cocktail,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,"['5 parts ', '3 parts ', '1 part ', '1 part ']","question Generate a cocktail with Peach Vodka Lemon juice Galliano Sirup of roses answer Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy."
133,133,Godmother,"['Vodka', 'Amaretto']",Alcoholic,Ordinary Drink,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,"['1 1/2 oz ', '3/4 oz ']",question Generate a cocktail with Vodka Amaretto answer Pour vodka and amaretto into an old-fashioned glass over ice and serve.
134,134,Godfather,"['Scotch', 'Amaretto']",Alcoholic,Ordinary Drink,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,"['1 1/2 oz ', '3/4 oz ']",question Generate a cocktail with Scotch Amaretto answer Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.
135,135,Gluehwein,"['Red wine', 'Water', 'Sugar', 'Cinnamon', 'Cloves', 'Lemon peel']",Optional alcohol,Punch / Party Drink,Irish coffee cup,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,"['1 L ', '125 ml ', '60 gr ', '1 ', '3 ', '1 tblsp ']","question Generate a cocktail with Red wine Water Sugar Cinnamon Cloves Lemon peel answer Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup."
136,136,Gin Tonic,"['Gin', 'Tonic Water', 'Lemon Peel', 'Ice']",Alcoholic,Cocktail,Highball glass,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,"['4 cl', '10 cl', '1 Slice', 'cubes']","question Generate a cocktail with Gin Tonic Water Lemon Peel Ice answer Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge."
137,137,Gin Toddy,"['Gin', 'Water', 'Powdered sugar', 'Lemon peel']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,"['2 oz ', '2 tsp ', '1/2 tsp ', '1 twist of ']","question Generate a cocktail with Gin Water Powdered sugar Lemon peel answer Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve."
138,138,Gin Smash,"['Gin', 'Carbonated water', 'Sugar', 'Mint', 'Orange', 'Cherry']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,"['2 oz ', '1 oz ', '1 cube ', '4 ', '1 slice ', '1 ']","question Generate a cocktail with Gin Carbonated water Sugar Mint Orange Cherry answer Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve."
139,139,Gin Daisy,"['Gin', 'Lemon juice', 'Sugar', 'Grenadine', 'Maraschino cherry', 'Orange']",Alcoholic,Ordinary Drink,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,"['2 oz ', '1 oz ', '1/2 tsp superfine ', '1/2 tsp ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Grenadine Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice."
140,140,Gin Lemon,"['Gin', 'Lemon Juice', 'Lemon Peel', 'Ice']",Alcoholic,Cocktail,Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,"['6 cl', '8 cl', '1 Slice', 'cubes']","question Generate a cocktail with Gin Lemon Juice Lemon Peel Ice answer For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served."
141,141,Gin Sling,"['Gin', 'Lemon', 'Powdered sugar', 'Water', 'Orange peel']",Alcoholic,Ordinary Drink,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 tsp ', 'Twist of ']",question Generate a cocktail with Gin Lemon Powdered sugar Water Orange peel answer Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.
142,142,Greyhound,"['Vodka', 'Grapefruit Juice']",Alcoholic,Cocktail,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,"['1 1/2 oz', '3 oz']","question Generate a cocktail with Vodka Grapefruit Juice answer Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

"
143,143,Gin Rickey,"['Gin', 'Grenadine', 'lemon', 'Soda Water', 'Lime']",Alcoholic,Cocktail,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,"['2 oz ', '1 tsp ', 'Juice of 1/2 ', 'Top up with', 'Garnish']",question Generate a cocktail with Gin Grenadine lemon Soda Water Lime answer Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.
144,144,Gin Squirt,"['Gin', 'Grenadine', 'Powdered sugar', 'Pineapple', 'Strawberries', 'Carbonated water']",Alcoholic,Ordinary Drink,Highball glass,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,"['1 1/2 oz ', '1 tsp ', '1 tblsp ', '3 chunks', '2 ', None]","question Generate a cocktail with Gin Grenadine Powdered sugar Pineapple Strawberries Carbonated water answer Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve."
145,145,Grand Blue,"['Malibu rum', 'Peach schnapps', 'Blue Curacao', 'Sweet and sour']",Alcoholic,Ordinary Drink,Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,"['1 1/2 cl ', '1 1/2 cl ', '1 1/2 cl ', '3 cl ']",question Generate a cocktail with Malibu rum Peach schnapps Blue Curacao Sweet and sour answer Serve in an old fashioned glass.
146,146,Gin Cooler,"['Gin', 'Carbonated water', 'Powdered sugar', 'Orange spiral', 'Lemon peel']",Alcoholic,Ordinary Drink,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,"['2 oz ', None, None, None, None]",question Generate a cocktail with Gin Carbonated water Powdered sugar Orange spiral Lemon peel answer Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.
147,147,Gin Swizzle,"['Lime juice', 'Sugar', 'Gin', 'Bitters', 'Club soda']",Alcoholic,Ordinary Drink,Highball glass,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,"['1 1/2 oz ', '1 tsp superfine ', '2 oz ', '1 dash ', '3 oz ']","question Generate a cocktail with Lime juice Sugar Gin Bitters Club soda answer In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda."
148,148,Grass Skirt,"['Gin', 'Triple sec', 'Pineapple juice', 'Grenadine', 'Pineapple']",Alcoholic,Ordinary Drink,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,"['1 1/2 oz ', '1 oz ', '1 oz ', '1/2 tsp ', '1 ']","question Generate a cocktail with Gin Triple sec Pineapple juice Grenadine Pineapple answer In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice."
149,149,Grasshopper,"['Green Creme de Menthe', 'Creme de Cacao', 'Light cream']",Alcoholic,Ordinary Drink,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,"['3/4 oz ', '3/4 oz white ', '3/4 oz ']",question Generate a cocktail with Green Creme de Menthe Creme de Cacao Light cream answer Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.
